id,name,forename,surname,provided_gnd
person__1435,Gerold Müller,Gerold,Müller,
person__1436,Beda Lindau,Beda,Lindau,
person__1437,Benedikt Ledergerw,Benedikt,Ledergerw,
person__1438,Rupert Keller,Rupert,Keller,
person__1439,Joseph Rogg,Joseph,Rogg,
person__1440,Joachim Letter,Joachim,Letter,
person__1441,Fintan Knopflin,Fintan,Knopflin,
person__1442,Urs Düggelin,Urs,Düggelin,
person__1443,Basil von Greuth,Basil von,Greuth,
person__1444,Leontius Kienberger,Leontius,Kienberger,
person__1445,Cölestin Schindler,Cölestin,Schindler,
person__1446,Bonifaz de la Tina,Bonifaz de la,Tina,
person__1447,Meinrad Vogler,Meinrad,Vogler,
person__1448,Johann Baptist Wurmer,Johann Baptist,Wurmer,
person__1449,Martin Zumstein,Martin,Zumstein,
person__1451,Augustin Zurlauben,Augustin,Zurlauben,
person__1452,Ambros Graff,Ambros,Graff,
person__1453,Hieronymus Natter,Hieronymus,Natter,
person__1454,Roman Effinger,Roman,Effinger,
person__1455,Ildephons Fleckenstein,Ildephons,Fleckenstein,
person__1456,Karl Besler von Wattingen,Karl,Besler von Wattingen,
person__1457,Bernhard Rusconi,Bernhard,Rusconi,
person__1458,Petrus Schedler,Petrus,Schedler,
person__1459,Gallus Waldmann,Gallus,Waldmann,
person__1460,Felix Meixner,Felix,Meixner,
person__1461,Theophil Reble,Theophil,Reble,
person__1462,Franz Hartmann,Franz,Hartmann,
person__1463,Jakob Buochmann,Jakob,Buochmann,
person__1464,Remigius Zellger,Remigius,Zellger,
person__1465,Maximilian Trautsch,Maximilian,Trautsch,
person__1466,Gabriel Weiniger,Gabriel,Weiniger,
person__1467,Nikolaus Vettiger,Nikolaus,Vettiger,
person__1468,Michael Landtwing,Michael,Landtwing,
person__1469,Felix Ebbe,Felix,Ebbe,
person__1470,Fridolin Freuler,Fridolin,Freuler,
person__1471,Stephan Engist,Stephan,Engist,
person__1472,Laurenz Baumgarten,Laurenz,Baumgarten,
person__1473,Anton Schiel,Anton,Schiel,
person__1474,Arnold Rees,Arnold,Rees,
person__1475,Theodericch von Groß St. Martin zu Köln,Theodericch von Groß St. Martin zu Köln,,
person__1476,Benedikt (Chrysantus) Fabri,Benedikt (Chrysantus),Fabri,
person__1477,Heinrich Zonsbeeck,Heinrich,Zonsbeeck,
person__1478,Adam Meyer,Adam,Meyer,
person__1479,Alexander Petau,Alexander,Petau,
person__1480,Christina von Schweden,Christina von Schweden,,
person__1481,Cölestin Turner,Cölestin,Turner,
person__1482,Clemens Sender,Clemens,Sender,
person__1483,Johannes Baptist Ebberth,Johannes Baptist,Ebberth,
person__1484,Virgil Faber,Virgil,Faber,
person__1485,Maurus Wenger,Maurus,Wenger,
person__1486,Benedikt Behamstein,Benedikt,Behamstein,
person__1487,Ambros Freudenpichl,Ambros,Freudenpichl,
person__1488,Seraphin Kirchmayr,Seraphin,Kirchmayr,
person__1489,Georg Baumhauer,Georg,Baumhauer,
person__1490,Adalrich Schwarz,Adalrich,Schwarz,
person__1491,Augustin Holzapfler,Augustin,Holzapfler,
person__1492,Benedikt von Tegernsee,Benedikt von Tegernsee,,
person__1493,Bernhard von Waging,Bernhard von Waging,,
person__1494,Michael Pregler,Michael,Pregler,
person__1495,Wolfgang Rinswerger,Wolfgang,Rinswerger,
person__1496,Joseph Indersdorfer,Joseph,Indersdorfer,
person__1497,Cölestin Reittmair,Cölestin,Reittmair,
person__1498,Heinrich Hardter,Heinrich,Hardter,
person__1499,Johannes Evangelista Rottner,Johannes Evangelista,Rottner,
person__1500,Felician Kobolt,Felician,Kobolt,
person__1501,Bernhard Schallhammer,Bernhard,Schallhammer,
person__1502,Gregor Plaichshirn,Gregor,Plaichshirn,
person__1503,Paul Schallhammer,Paul,Schallhammer,
person__1504,Amand Rayser,Amand,Rayser,
person__1505,Korbinian Junghans,Korbinian,Junghans,
person__1506,Narcissus Fesl,Narcissus,Fesl,
person__1507,Anselm Ambling,Anselm,Ambling,http://d-nb.info/gnd/128755849
person__1508,Benedikt Herschl,Benedikt,Herschl,
person__1510,Bernhard Waibl (Waibel),Bernhard,Waibl (Waibel),
person__1511,Karl Grueber,Karl,Grueber ,http://d-nb.info/gnd/129435694
person__1512,Kilian Halmschmidt,Kilian,Halmschmidt,
person__1514,Dominik Cäsar,Dominik,Cäsar,
person__1515,Gerhard Brandstetter,Gerhard,Brandstetter,
person__1516,Gottfried Behm,Gottfried,Behm,http://d-nb.info/gnd/1089399871
person__1517,Maurus Tantucci,Maurus,Tantucci,
person__1519,Placidus Büchauer,Placidus,Büchauer,
person__1520,Raimund Rechling,Raimund,Rechling,
person__1521,Simbert Reiter,Simbert,Reiter,
person__1522,Simbert Fischer,Simbert,Fischer,
person__1523,Ulrich Freyberger,Ulrich,Freyberger,http://d-nb.info/gnd/130560014
person__1524,Virgil Herterer,Virgil,Herterer,
person__1525,Wolfgang Seidel,Wolfgang,Seidel,
person__1526,Roman Krinner,Roman,Krinner,
person__1527,Oswald Nott,Oswald,Nott,
person__1528,Christian Eibensteiner,Christian,Eibensteiner,
person__1529,Kaspar Aindorffer,Kaspar,Aindorffer,
person__1530,Wolfgang Kyderer,Wolfgang,Kyderer,
person__1531,Ulrich von Landau,Ulrich von Landau,,
person__1532,Philipp Siberer,Philipp,Siberer,
person__1534,Eberhard von Freising,Eberhard von Freising,,
person__1535,Konrad I.,Konrad I.,,
person__1536,Rupert I.,Rupert I.,,
person__1537,Friedrich I. von Tegernsee,Friedrich I. von Tegernsee,,
person__1538,Konrad III.,Konrad III.,,
person__1539,Martin von Leibitz,Martin von Leibitz,,
person__1540,Johannes von Speyer,Johannes von Speyer,,
person__1541,Konrad Sartorius,Konrad,Sartorius,
person__1542,Chrysogonus Auceps,Chrysogonus,Auceps,http://d-nb.info/gnd/116859687
person__1543,Sebastian Rehling,Sebastian,Rehling,
person__1544,Nikolaus Hueber,Nikolaus,Hueber,
person__1545,Ellinger von Tegernsee,Ellinger von Tegernsee,,
person__1546,Otto der Jüngere von St. Blasien,Otto der Jüngere von St. Blasien,,
person__1547,Adam Waffenschmid,Adam,Waffenschmid,
person__1548,Heinrich Nöth,Heinrich,Nöth,
person__1549,Sebastian Ziegler,Sebastian,Ziegler,
person__1550,Heinrich Pantaleon,Heinrich,Pantaleon,
person__1551,Dionysius Menger,Dionysius,Menger,
person__1552,Friedrich II. der Große,Friedrich II. der Große,,
person__1553,Johannes Scotus Eriugena,Johannes Scotus Eriugena,,
person__1554,Benedikt Kiener,Benedikt,Kiener,
person__1555,Ämilian Naisl,Ämilian,Naisl,
person__1556,Konrad II. von Weihenstephan,Konrad II. von Weihenstephan,,
person__1557,Christoph Schleicher,Christoph Schleicher,,
person__1558,Sixtus Feichtmayr,Sixtus,Feichtmayr,
person__1559,Johann Martin Gleuz,Johann Martin,Gleuz,
person__1560,Anton van Hove (Hovaeus),Anton van Hove (Hovaeus),,
person__1561,Nikolaus von Kues,Nikolaus von Kues,,
person__1562,Dominikus Gink,Dominikus,Gink,
person__1563,Augustin Reutti,Augustin,Reutti,
person__1565,Benedikt Senn,Benedikt,Senn,
person__1566,Maurus Baron,Maurus,Baron,
person__1567,Benedikt von Nursia,Benedikt von Nursia,,
person__1568,Dionysius Exiguus,Dionysius Exiguus,,
person__1569,Jordanes Gothus,Jordanes Gothus,,
person__1570,Arator Poeta,Arator Poeta,,
person__1571,Johannes Maxentius,Johannes Maxentius,,
person__1572,Sebastianus Cassinensis,Sebastianus Cassinensis,,
person__1573,Winfredus,Winfredus,,
person__1574,Hl. Congellus,Hl. Congellus,,
person__1575,Hl. Mungo (Kentigern),Hl. Mungo (Kentigern),,
person__1576,Gordianus Cassinensis,Gordianus Cassinensis,,
person__1577,Flavius Magnus Aurelius Cassiodorus,Flavius Magnus Aurelius Cassiodorus,,
person__1578,Gildas Sapiens,Gildas Sapiens,,
person__1579,Simplicius Cassinensis,Simplicius Cassinensis,,
person__1580,Hl. Germanus,Hl. Germanus,,
person__1581,Hl. Asaph,Hl. Asaph,,
person__1582,Baudonivia von Poitiers,Baudonivia von Poitiers,,
person__1583,Eugippius,Eugippius,,
person__1584,Hunibald,Hunibald,,
person__1585,Martin von Braga (Pannonius),Martin von Braga (Pannonius),,
person__1586,Hl. Maurus,Hl. Maurus,,
person__1587,Aegidius Corboliensis,Aegidius Corboliensis,,
person__1588,Gregor von Tours,Gregor von Tours,,
person__1589,Hl. Maximianus,Hl. Maximianus,,
person__1590,(Pseudo-)Faustus Casinensis,(Pseudo-)Faustus Casinensis,,
person__1591,Hl. Paterius,Hl. Paterius,,
person__1592,Hl. Eutropius,Hl. Eutropius,,
person__1593,Marcus Poeta (Cassinensis),Marcus Poeta (Cassinensis),,
person__1594,Claudius von Classe,Claudius von Classe,,
person__1595,Jonas von Bobbio,Jonas von Bobbio,,
person__1596,Johannes von Biclaro,Johannes von Biclaro,,
person__1597,Leander von Sevilla,Leander von Sevilla,,
person__1599,Hl. Marian,Hl. Marian,,
person__1601,Hl. Columban von Luxeuil,Hl. Columban von Luxeuil,,
person__1602,Hl. Lezin von Angers,Hl. Lezin von Angers,,
person__1603,Hl. Bonifaz IV.,Hl. Bonifaz IV.,,
person__1604,Hl. Laurentius von Canterbury,Hl. Laurentius von Canterbury,,
person__1605,Ragimbert von St.-Valery-sur-Somme,Ragimbert von St.-Valery-sur-Somme,,
person__1606,Fridegod von Canterbury,Fridegod von Canterbury,,
person__1607,Hl. Fulgentius von Ecija,Hl. Fulgentius von Ecija,,
person__1608,Hedericus Monachus,Hedericus Monachus,,
person__1609,Hl. Braulio von Saragossa,Hl. Braulio von Saragossa,,
person__1610,Hl. Isidor von Sevilla,Hl. Isidor von Sevilla,,
person__1611,Baudemund von St.-Pierre-au-mont-Blandin,Baudemund von St.-Pierre-au-mont-Blandin,,
person__1612,Hl. Gallus,Hl. Gallus,,
person__1613,Anonymus (Biograph Hl. Sulpicius),Anonymus (Biograph Hl. Sulpicius),,
person__1614,Hl. Sulpicius von Bourges,Hl. Sulpicius von Bourges,,
person__1615,Domio Navensis,Domio Navensis,,
person__1616,Hl. Aidan,Hl. Aidan,,
person__1617,Marculf,Marculf,,
person__1618,Hl. Desiderius von Cahors,Hl. Desiderius von Cahors,,
person__1619,Hl. Eligius,Hl. Eligius,,
person__1620,Hl. Eugen I.,Hl. Eugen I.,,
person__1622,Hl. Elerius,Hl. Elerius,,
person__1623,Valerius von St. Petrus von den Bergen,Valerius von St. Petrus von den Bergen,,
person__1624,Hl. Finan von Lindisfarne,Hl. Finan von Lindisfarne,,
person__1625,Eddius Stephanus,Eddius Stephanus,,
person__1626,Audulphus Abbas,Audulphus Abbas,,
person__1627,Hl. Columban,Hl. Columban,,
person__1628,Lupellus,Lupellus,,
person__1629,Fructuosus von Braga,Fructuosus von Braga,,
person__1630,Hl. Ildephons von Toledo,Hl. Ildephons von Toledo,,
person__1631,Caedmon,Caedmon,,
person__1632,Tunherus,Tunherus,,
person__1633,Anonymus (Diözese Evreux),Anonymus (Diözese Evreux),,
person__1634,Erembertus Corbeiensis,Erembertus Corbeiensis,,
person__1635,Leodegar von Autun,Leodegar von Autun,,
person__1636,Hl. Théofroy von Luxeuil,Hl. Théofroy von Luxeuil,,
person__1637,Defensor von Ligugé,Defensor von Ligugé,,
person__1638,Ursinus,Ursinus,,
person__1639,Hl. Barontus,Hl. Barontus,,
person__1640,Hl. Kilian,Hl. Kilian,,
person__1642,Fulbert,Fulbert,,
person__1644,Gaufred,Gaufred,,
person__1645,Hl. Theodor von Tarsus,Hl. Theodor von Tarsus,,
person__1646,Hl. Julian von Toledo,Hl. Julian von Toledo,,
person__1647,Hl. Adamnanus,Hl. Adamnanus,,
person__1648,Hl. Ovo,Hl. Ovo,,
person__1649,Hl. Benedict Biscop,Hl. Benedict Biscop,,
person__1650,Hl. Caesarius von Arles,Hl. Caesarius von Arles,,
person__1651,Ansbert von Rouen,Ansbert von Rouen,,
person__1652,Evantius von Toledo,Evantius von Toledo,,
person__1653,Donatus von Besancon,Donatus von Besancon,,
person__1654,Hl. Kosmas von Maiuma,Hl. Kosmas von Maiuma,,
person__1655,Hl. Ostforus,Hl. Ostforus,,
person__1656,Hl. Aldegund,Hl. Aldegund,,
person__1658,Anonymus (Biograph Hl. Cuthbert),Anonymus (Biograph Hl. Cuthbert),,
person__1659,Aigradus,Aigradus,,
person__1660,Trumwinus von Michelsberg zu Bamberg,Trumwinus von Michelsberg zu Bamberg,,
person__1661,Hl. Siviardus,Hl. Siviardus,,
person__1662,Anonymus (Autor Vita S. Siviardi),Anonymus (Autor Vita S. Siviardi),,
person__1663,Bobolenus Presbyter,Bobolenus Presbyter,,
person__1664,Laurentius Monachus Cassinensis,Laurentius Monachus Cassinensis,,
person__1665,Asaphus von Wales,Asaphus von Wales,,
person__1666,Hl. Hedda von Wessex,Hl. Hedda von Wessex,,
person__1667,Anonymus (OSB Moyenmoutier),Anonymus (OSB Moyenmoutier),,
person__1668,Hl. Aldhelm von Sherborne,Hl. Aldhelm von Sherborne,,
person__1669,Hl. Adrian von Canterbury,Hl. Adrian von Canterbury,,
person__1670,Hl. Ceolfrid,Hl. Ceolfrid,,
person__1671,Hl. Egwin von Worcester,Hl. Egwin von Worcester,,
person__1672,Hl. Ermin von Lobbes,Hl. Ermin von Lobbes,,
person__1673,Hl. Berectus,Hl. Berectus,,
person__1674,Hl. Hermenland,Hl. Hermenland,,
person__1675,Johannes Anglus,Johannes Anglus,,
person__1676,Hl. Gregor II.,Hl. Gregor II.,,
person__1678,Hl. Ina,Hl. Ina,,
person__1679,Felix von Croyland,Felix von Croyland,,
person__1680,Hl. Bertwald von Canterbury,Hl. Bertwald von Canterbury,,
person__1681,Hl. Pirmin,Hl. Pirmin,,
person__1682,Albinus Abbas,Albinus Abbas,,
person__1683,Hl. Coelan von Inis-cealtra,Hl. Coelan von Inis-cealtra,,
person__1684,Hl. Acca von Hexham,Hl. Acca von Hexham,,
person__1685,Hl. Ulgisus,Hl. Ulgisus,,
person__1686,Hl. Marcellinus von Utrecht,Hl. Marcellinus von Utrecht,,
person__1687,Hl. Ethelwald von Lindisfarne,Hl. Ethelwald von Lindisfarne,,
person__1688,Aelfric von Croyland,Aelfric von Croyland,,
person__1690,Hl. Willibrord,Hl. Willibrord,,
person__1691,Ehrenfried von Konstanz,Ehrenfried von Konstanz,,
person__1692,Cyprianus Cassinensis,Cyprianus Cassinensis,,
person__1693,Ethelwulphus,Ethelwulphus,,
person__1694,Hl. Zacharias,Hl. Zacharias,,
person__1695,Anastasius Bibliothecarius,Anastasius Bibliothecarius,,
person__1696,Berengaudus von Ferrières-en-Gâtinais,Berengaudus von Ferrières-en-Gâtinais,,
person__1697,Kero von St. Gallen,Kero von St. Gallen,,
person__1698,Florus,Florus,,
person__1699,Mogo von Fulda,Mogo von Fulda,,
person__1700,Anonyma (OSB Heidenheim),Anonyma (OSB Heidenheim),,
person__1701,Hl. Egbert von York,Hl. Egbert von York,,
person__1702,Cixila von Toledo,Cixila von Toledo,,
person__1703,Claudius Clemens von Turin,Claudius Clemens von Turin,,
person__1704,Johannes von Damaskus,Johannes von Damaskus,,
person__1705,Richtruda,Richtruda,,
person__1706,Walburga von Heidenheim,Walburga von Heidenheim,,
person__1707,Hl. Ambrosius Autpertus,Hl. Ambrosius Autpertus,,
person__1708,Hl. Willibald von Eichstätt,Hl. Willibald von Eichstätt,,
person__1710,Johannes Monachus,Johannes Monachus,,
person__1711,Hl. Aetherius,Hl. Aetherius,,
person__1713,Leidradus von Lyon,Leidradus von Lyon,,
person__1714,Hl. Beatus,Hl. Beatus ,,
person__1715,Godelgaudus,Godelgaudus,,
person__1716,Anso von Lobbes,Anso von Lobbes,,
person__1717,Hilderich (fl. 834),Hilderich (fl. 834),,
person__1718,Hl. Modanus,Hl. Modanus,,
person__1719,Hl. Tanco,Hl. Tanco,,
person__1720,Aegidius Aureae Vallis,Aegidius Aureae Vallis ,,
person__1721,Nevelo von Corbie,Nevelo von Corbie,,
person__1722,Anonymus (OSB Stablo),Anonymus (OSB Stablo),,
person__1723,Anonymus (OSB Lindisfarne),Anonymus (OSB Lindisfarne),,
person__1724,Anonymus (Biograph Hl. Austrebertha),Anonymus (Biograph Hl. Austrebertha),,
person__1725,Anonymus (Biograph Hl. Pusina),Anonymus (Biograph Hl. Pusina),,
person__1726,Anonymus (Biograph Hl. Richarius),Anonymus (Biograph Hl. Richarius),,
person__1727,Anonymus (Biograph Hl. Philipp),Anonymus (Biograph Hl. Philipp),,
person__1728,Anonymus (Biograph Hl. Maximin),Anonymus (Biograph Hl. Maximin),,
person__1729,Anonymus (Biograph Hl. Caprasius),Anonymus (Biograph Hl. Caprasius),,
person__1730,Nennius von Bangor,Nennius von Bangor,,
person__1731,Hl. Liudger,Hl. Liudger,,
person__1732,Turpinus von Reims,Turpinus von Reims,,
person__1733,Amalarius von Trier,Amalarius von Trier,,
person__1734,Walto,Walto,,
person__1735,Hl. Engelbert (Angilbertus),Hl. Engelbert (Angilbertus),,
person__1736,Anonymus (OSB St. Gallen),Anonymus (OSB St. Gallen),,
person__1737,Anonymus (Regensburg),Anonymus (Regensburg),,
person__1738,Grimlaicus,Grimlaicus,,
person__1739,Anonymus (Autor Regula canonicorum),Anonymus (Autor Regula canonicorum),,
person__1740,Hl. Scholastica,Hl. Scholastica,,
person__1741,Anonymus (Supplices Fuldenses),Anonymus (Supplices Fuldenses),,
person__1742,Gurdestin,Gurdestin,,
person__1743,Smaragd von St. Mihiel,Smaragd von St. Mihiel,,
person__1745,Arn (Arno) von Salzburg,Arn (Arno) von Salzburg,,
person__1746,Theodulf von Orléans,Theodulf von Orléans,,
person__1747,Benedikt von Aniane,Benedikt von Aniane,,
person__1750,Theodemir von Psalmodi,Theodemir von Psalmodi,,
person__1751,Anonymus (Biograph Alkuin),Anonymus (Biograph Alkuin),,
person__1752,Ruthard von Fulda,Ruthard von Fulda,,
person__1753,Wetti von Reichenau,Wetti von Reichenau,,
person__1754,Hl. Rixfried,Hl. Rixfried,,
person__1755,Dungalus,Dungalus,,
person__1756,Jeremias von Senon,Jeremias von Senon,,
person__1757,Freculph von Lisieux,Freculph von Lisieux,,
person__1758,Angelomus von Luxeuil,Angelomus von Luxeuil,,
person__1759,Hl. Euticius,Hl. Euticius,,
person__1760,Ermoldus Niger (Nigellus),Ermoldus Niger (Nigellus),,
person__1761,Anonymus (Biograph Hl. Wandregisel),Anonymus (Biograph Hl. Wandregisel),,
person__1762,Heito (Haito) von Reichenau,Heito (Haito) von Reichenau,,
person__1763,Autpert von Montecassino,Autpert von Montecassino,,
person__1767,Hubertus Presbyter,Hubertus Presbyter,,
person__1768,Ludolf,Ludolf,,
person__1769,Hildulf von Hirsau,Hildulf von Hirsau,,
person__1770,Hilduin von St.-Denis,Hilduin von St.-Denis,,
person__1771,Lintbert,Lintbert,,
person__1773,Andreas Agnellus von Ravenna,Andreas Agnellus von Ravenna,,
person__1774,Grimald von St. Gallen,Grimald von St. Gallen,,
person__1775,Nithard von St.-Laurent zu Lüttich,Nithard von St.-Laurent zu Lüttich,,
person__1776,Usuard von St.-Germain,Usuard von St.-Germain,,
person__1777,Hl. Aengus Keledeus,Hl. Aengus Keledeus,,
person__1778,Ermenrich von Reichenau,Ermenrich von Reichenau,,
person__1779,Gregor IV.,Gregor IV.,,
person__1780,Haimin (Biograph Hl. Vedast),Haimin (Biograph Hl. Vedast),,
person__1781,Christianus Drutmarus,Christianus Drutmarus,,
person__1782,Aimoin von St.-Germain,Aimoin von St.-Germain,,
person__1783,Anamotus von Regensburg,Anamotus von Regensburg,,
person__1784,Milo von St.-Amand,Milo von St.-Amand,,
person__1785,Anonymus (Bonnevaux),Anonymus (Bonnevaux),,
person__1786,Johannes Diaconus,Johannes Diaconus,,
person__1787,Leo IV.,Leo IV.,,
person__1788,Ardo von Aniane,Ardo von Aniane,,
person__1789,Hl. Bassacius,Hl. Bassacius,,
person__1791,Probus von St. Alban zu Mainz,Probus von St. Alban zu Mainz,,
person__1792,Gildas,Gildas,,
person__1793,Othalgrim von Werden,Othalgrim von Werden,,
person__1794,Lupus von Ferrières,Lupus von Ferrières,,
person__1795,Hl. Meinrad von Einsiedeln,Hl. Meinrad von Einsiedeln,,
person__1796,Iso von Michelsberg zu Bamberg,Iso von Michelsberg zu Bamberg,,
person__1797,Paschaius Radbertus,Paschaius Radbertus,,
person__1799,Michon von St.-Riquier,Michon von St.-Riquier,,
person__1800,Anonymus (OSB Montecassino),Anonymus (OSB Montecassino),,
person__1801,Odo von Glanfeuil,Odo von Glanfeuil,,
person__1802,Altmannus Altovillar,Altmannus Altovillar,,
person__1803,Hl. Adelelinus,Hl. Adelelinus,,
person__1804,Burchard von Dorchester,Burchard von Dorchester,,
person__1805,Emericus,Emericus,,
person__1806,Flavaldus,Flavaldus,,
person__1807,Hartmund von St. Gallen,Hartmund von St. Gallen,,
person__1809,Oliba,Oliba,,
person__1810,Bernardus Francicus,Bernardus Francicus,,
person__1811,Bristanus (Brickstamus),Bristanus (Brickstamus),,
person__1812,Anonymus (OSB Novalesa),Anonymus (OSB Novalesa),,
person__1813,Ado von Vienne,Ado von Vienne,,
person__1814,Adrevald von Fleury,Adrevald von Fleury,,
person__1815,Henricus Gallus,Henricus Gallus,,
person__1816,Hildegarius von Meaux,Hildegarius von Meaux,,
person__1817,Adalhelm von Troyes,Adalhelm von Troyes,,
person__1818,Wrdistenus von Landevennec,Wrdistenus von Landevennec,,
person__1819,Alfred von Hildesheim,Alfred von Hildesheim,,
person__1820,Remigius von Auxerre,Remigius von Auxerre,,
person__1822,Odo von Beauvais,Odo von Beauvais,,
person__1823,Anonymus (Bertincourt),Anonymus (Bertincourt),,
person__1824,Hl. Adelhard,Hl. Adelhard,,
person__1825,Heriger von Lobbes,Heriger von Lobbes,,
person__1826,Angesilus von Senones,Angesilus von Senones,,
person__1827,Hl. Hericus von Auxerre,Hl. Hericus von Auxerre,,
person__1828,Hucbald von St.-Amand,Hucbald von St.-Amand,,
person__1829,Grimbald,Grimbald,,
person__1830,Asserus von St. Davids,Asserus von St. Davids,,
person__1831,Anonymus (Annalist in Fulda),Anonymus (Annalist in Fulda),,
person__1832,Bernhard von St. Gallen,Bernhard von St. Gallen,,
person__1833,Bertharius von Monte Cassino,Bertharius von Monte Cassino,,
person__1834,Wrmonocus,Wrmonocus,,
person__1835,Florbert von Trier,Florbert von Trier,,
person__1836,Gislemar von St.-Germain-des-Prés,Gislemar von St.-Germain-des-Prés,,
person__1837,Abbo von St. Germain-des-Prés,Abbo von St. Germain-des-Prés,,
person__1838,Adelerius von Fleury,Adelerius von Fleury,,
person__1839,Erkembert,Erkembert ,,
person__1840,Hl. Rembert (Rimbert),Hl. Rembert (Rimbert),,
person__1841,Anonymus (OSB Corbie),Anonymus (OSB Corbie),,
person__1842,Ambrosius Ansbert,Ambrosius Ansbert,,
person__1843,Bavo von Orbais,Bavo von Orbais,,
person__1844,Rupert von Mainz,Rupert von Mainz,,
person__1845,Johannes IX.,Johannes IX.,,
person__1846,Samson von Cordoba,Samson von Cordoba,,
person__1847,"Anonymus (OSB Werden, Biograph Hl. Liudger)","Anonymus (OSB Werden, Biograph Hl. Liudger)",,
person__1848,Maurus von Hirsau,Maurus von Hirsau,,
person__1850,Johannes Aethelingiensis,Johannes Aethelingiensis,,
person__1851,Anonymus (Biograph Hl. Medardus),Anonymus (Biograph Hl. Medardus),,
person__1852,Theodegar von Corvey,Theodegar von Corvey,,
person__1853,Odilo,Odilo,,
person__1854,Hl. Grimbald von New Minster,Hl. Grimbald von New Minster,,
person__1855,Siegebert von Corvey,Siegebert von Corvey,,
person__1856,Martin von Rebais,Martin von Rebais,,
person__1857,Auxilius von Montecassino,Auxilius von Montecassino,,
person__1858,Eberhard von Trier,Eberhard von Trier,,
person__1859,Radulf von Fulda,Radulf von Fulda,,
person__1860,Tuotilo von St. Gallen,Tuotilo von St. Gallen,,
person__1861,Addasto von Corvey,Addasto von Corvey,,
person__1862,Gerard von St.-Medard zu Soissons,Gerard von St.-Medard zu Soissons,,
person__1863,Radbod von Utrecht,Radbod von Utrecht,,
person__1864,Hl. Odo von Cluny,Hl. Odo von Cluny,,
person__1865,Konrad,Konrad,,
person__1866,Marquard von Echternach,Marquard von Echternach,,
person__1867,Anonymus (OSB St.-Hubert in den Ardennen),Anonymus (OSB St.-Hubert in den Ardennen),,
person__1868,Diegerus von Metz,Diegerus von Metz,,
person__1869,Johannes Capuanus,Johannes Capuanus,,
person__1870,Diethelm von Trier,Diethelm von Trier,,
person__1871,Ekkehard IV. von St. Gallen,Ekkehard IV. von St. Gallen,,
person__1872,Berno von Cluny,Berno von Cluny,,
person__1873,Anonymus (OSB Montier-en-Der),Anonymus (OSB Montier-en-Der),,
person__1874,Hilduinus Tasso von Corbie,Hilduinus Tasso von Corbie,,
person__1875,Gezo von Tortona,Gezo von Tortona,,
person__1876,Johannes von Cluny,Johannes von Cluny,,
person__1877,Berner von Humblieres,Berner von Humblieres,,
person__1878,Anderedus von Corvey,Anderedus von Corvey,,
person__1879,Serlo von Canterbury,Serlo von Canterbury,,
person__1880,Thietland von Einsiedeln,Thietland von Einsiedeln,,
person__1881,Roger von La Croix-St.-Leufroy bei Evreux,Roger von La Croix-St.-Leufroy bei Evreux,,
person__1882,Aio von Croyland,Aio von Croyland,,
person__1883,Folcuin Levita,Folcuin Levita,,
person__1884,Salvus von Albelda,Salvus von Albelda,,
person__1885,Sigehard von St. Maximin,Sigehard von St. Maximin,,
person__1886,Widbert von Chartres,Widbert von Chartres,,
person__1887,Meginhard von Hirsau,Meginhard von Hirsau,,
person__1888,Anonymus Insulanus,Anonymus Insulanus,,
person__1889,Benedikt von Monte Soratte,Benedikt von Monte Soratte,,
person__1890,Flodoard von Reims,Flodoard von Reims,,
person__1891,Ainard von St.-Pierre-sur-Dives,Ainard von St.-Pierre-sur-Dives,,
person__1892,Wilhelm von San Michele della Chiusa,Wilhelm von San Michele della Chiusa,,
person__1893,Heribert von Echternach,Heribert von Echternach,,
person__1894,Anonymus (OSB Parma),Anonymus (OSB Parma),,
person__1895,Theoderich von Mainz,Theoderich von Mainz,,
person__1896,Hl. Dunstan,Hl. Dunstan,,
person__1897,Engelbert (Ingelbert) von Saumur,Engelbert (Ingelbert) von Saumur,,
person__1898,Ruotbraht von Fulda,Ruotbraht von Fulda,,
person__1899,Hl. Rodosind,Hl. Rodosind,,
person__1900,Reimannus Monachus,Reimannus Monachus,,
person__1902,Brithfert von Ramsey,Brithfert von Ramsey,,
person__1903,Lanfrid (Lamfrid) von Winchester,Lanfrid (Lamfrid) von Winchester,,
person__1904,Stephan Exiguus,Stephan Exiguus,,
person__1905,Isembard von Fleury,Isembard von Fleury,,
person__1906,Anonymus (OSB Mettlach an der Saar),Anonymus (OSB Mettlach an der Saar),,
person__1907,Helperich von St. Gallen,Helperich von St. Gallen,,
person__1908,Wolftan von Winchester,Wolftan von Winchester,,
person__1909,Ingelram von St.-Riquier,Ingelram von St.-Riquier,,
person__1910,Anonymus (Autor Historia translationis S. Landouldi),Anonymus (Autor Historia translationis S. Landouldi),,
person__1911,Hartwig von Regensburg,Hartwig von Regensburg,,
person__1912,Arnold von Corbie,Arnold von Corbie,,
person__1913,Adso von Luxeuil,Adso von Luxeuil,,
person__1914,Aelfric von Abingdon,Aelfric von Abingdon,,
person__1915,Aethelwold von Winchester,Aethelwold von Winchester,,
person__1916,Theoderich von Fleury,Theoderich von Fleury,,
person__1917,Rüdiger von Echternach,Rüdiger von Echternach,,
person__1918,Lethald von St.-Mesmin,Lethald von St.-Mesmin,,
person__1919,Folcuin von Lobbes,Folcuin von Lobbes,,
person__1920,Aimoin von Fleury,Aimoin von Fleury,,
