id,name,forename,surname,provided_gnd
person__2364,Richard von Devizes,Richard von Devizes,,
person__2365,Alexander (de Insula) von Corvey,Alexander (de Insula) von Corvey,,
person__2366,Andras Sylvius von Marchiennes,Andras Sylvius von Marchiennes,,
person__2367,Petrus Mirmet,Petrus Mirmet,,
person__2368,Stephan von Tournai,Stephan von Tournai,,
person__2370,Helinand von Froidmont,Helinand von Froidmont,,
person__2371,Alan von Tewkesbury,Alan von Tewkesbury,,
person__2373,Dudechin von Disibodenberg,Dudechin von Disibodenberg,,
person__2374,Theodoricus Danus,Theodoricus Danus,,
person__2375,Hl. Joachim von Fiore,Hl. Joachim von Fiore,,
person__2376,Rainer von Pomposa,Rainer von Pomposa,,
person__2377,Gervasius von Dover,Gervasius von Dover,,
person__2379,Johannes de Alta Villa,Johannes de Alta Villa,,
person__2380,Reginald von Canterbury,Reginald von Canterbury,,
person__2381,Thomas von Ely,Thomas von Ely,,
person__2382,Hl. Relindis von Berg bei Neuburg,Hl. Relindis von Berg bei Neuburg,,
person__2383,Hl. Wilhelm von St.-Thierry,Hl. Wilhelm von St.-Thierry,,
person__2384,Egilward von Würzburg,Egilward von Würzburg,,
person__2385,Simon von Bertincourt,Simon von Bertincourt,,
person__2386,Richard Pluto von Canterbury,Richard Pluto von Canterbury,,
person__2387,Blandinus von Catania,Blandinus von Catania,,
person__2388,Balderich von Bourgueil,Balderich von Bourgueil,,
person__2390,Cono von Regensburg,Cono von Regensburg,,
person__2391,Nikolaus von Clairvaux,Nikolaus von Clairvaux,,
person__2392,Heloisa von Paraklet,Heloisa von Paraklet,,
person__2393,Odo von Canterbury,Odo von Canterbury,,
person__2395,Anonymus (Biograph Hl. Gundbert),Anonymus (Biograph Hl. Gundbert),,
person__2396,Reginald von Durham,Reginald von Durham,,
person__2397,"Anonymus (OSB Ely, Chronograph)","Anonymus (OSB Ely, Chronograph)",,
person__2399,"Anonymus (OSB Corbeny, Autor Wunderbericht Hl. Marculf)","Anonymus (OSB Corbeny, Autor Wunderbericht Hl. Marculf)",,
person__2400,Hl. Hugo von Poitiers,Hl. Hugo von Poitiers,,
person__2401,Anonymus (OSB St. Michael zu Hildesheim),Anonymus (OSB St. Michael zu Hildesheim),,
person__2402,Anonymus (Chronograph Egmond),Anonymus (Chronograph Egmond),,
person__2403,Dietmar II. von Corvey,Dietmar II. von Corvey,,
person__2404,Guibert-Martin von Gembloux,Guibert-Martin von Gembloux,,
person__2405,Heinrich von Reichenau,Heinrich von Reichenau,,
person__2406,William Elys,William Elys,,
person__2407,Hugo Candidus von Peterborough,Hugo Candidus von Peterborough,,
person__2408,Roger von Croyland,Roger von Croyland,,
person__2409,Jocelin Bracland,Jocelin Bracland,,
person__2410,"Anonymus (Caen, Chronograph)","Anonymus (Caen, Chronograph)",,
person__2411,Florianus Corbeiensis,Florianus Corbeiensis,,
person__2412,Adam Barking,Adam Barking,,
person__2413,Anonymus (Biograph Adalbero von Würzburg),Anonymus (Biograph Adalbero von Würzburg),,
person__2414,Benedictus Barensis von Cava dei Tirreni,Benedictus Barensis von Cava dei Tirreni,,
person__2415,Gebeno von Ebrach,Gebeno von Ebrach,,
person__2416,"Anonymus (OSB Zwiefalten, Chronograph)","Anonymus (OSB Zwiefalten, Chronograph)",,
person__2417,Rigord von St.-Denis,Rigord von St.-Denis,,
person__2418,Caesarius von Heisterbach,Caesarius von Heisterbach,,
person__2420,Johannes Halgrinus von Abbatisvilla,Johannes Halgrinus von Abbatisvilla,,
person__2421,Hugo Floressiensis,Hugo Floressiensis,,
person__2422,Albert von Passau,Albert von Passau,,
person__2423,Gerold von Jerusalem,Gerold von Jerusalem,,
person__2424,Bartholomäus von Cluny,Bartholomäus von Cluny,,
person__2425,Alexander de Villa Dei,Alexander de Villa Dei,,
person__2426,Richard von Préaux,Richard von Préaux,,
person__2427,Roger von Wendover,Roger von Wendover,,
person__2428,Johannes von Wallingford,Johannes von Wallingford,,
person__2429,Wilhelm von St. Martin zu Tours,Wilhelm von St. Martin zu Tours,,
person__2430,Petrus Coral,Petrus Coral,,
person__2431,"Anonymus (OSB S. Giustina zu Padua, Chronograph)","Anonymus (OSB S. Giustina zu Padua, Chronograph)",,
person__2432,Rufinus San-Sabinianus,Rufinus San-Sabinianus,,
person__2433,Hermann von Dassel,Hermann von Dassel,,
person__2434,Innozenz IV.,Innozenz IV.,,
person__2435,Matthäus (Matthew) Paris,Matthäus (Matthew) Paris,,
person__2436,Wilhelm von Afflighem,Wilhelm von Afflighem,,
person__2437,Johannes Frasquetus,Johannes Frasquetus,,
person__2438,Richard von Barton-on-Humber,Richard von Barton-on-Humber,,
person__2439,Elias von Trickingham,Elias von Trickingham,,
person__2440,Alexander IV.,Alexander IV.,,
person__2441,"Anonymus (OSB St.-Médard, Chronograph)","Anonymus (OSB St.-Médard, Chronograph)",,
person__2442,Gerhard von St.-Quentin,Gerhard von St.-Quentin,,
person__2443,"Anonymus (OSB Millstatt, Biograph Hl. Domitian)","Anonymus (OSB Millstatt, Biograph Hl. Domitian)",,
person__2444,Thomas Sprottus,Thomas Sprottus,,
person__2445,Johannes von Bury,Johannes von Bury,,
person__2446,Wilhelm Rishanger,Wilhelm Rishanger,,
person__2447,Anonymus (Biograph Hl. Trudpert),Anonymus (Biograph Hl. Trudpert),,
person__2448,Richard von Montecassino,Richard von Montecassino,,
person__2449,Hl. Gertrud von Helfta,Hl. Gertrud von Helfta,,
person__2450,Peter von Ickham,Peter von Ickham,,
person__2451,Richardus de S. Angelo,Richardus de S. Angelo,,
person__2452,Aemilius Stokus (Stoke),Aemilius Stokus (Stoke),,
person__2453,Johannes de Oxenedes,Johannes de Oxenedes,,
person__2454,Adam von Damerham,Adam von Damerham,,
person__2455,Anonymus (Chronograph Hl. Dionysius),Anonymus (Chronograph Hl. Dionysius),,
person__2456,Siegbert von Mainz,Siegbert von Mainz,,
person__2457,Hl. Cölestin V.,Hl. Cölestin V.,,
person__2458,Nikolaus von St.-Vincent,Nikolaus von St.-Vincent,,
person__2459,Simon von Afflighem,Simon von Afflighem,,
person__2460,"Anonymus (OSB Zwiefalten, Computista)","Anonymus (OSB Zwiefalten, Computista)",,
person__2461,Richer von Senones,Richer von Senones,,
person__2462,Anonymus (Biograph Hl. Morand),Anonymus (Biograph Hl. Morand),,
person__2463,Albert von Augsburg,Albert von Augsburg,,
person__2464,"Anonymus (OSB Abdinghof, Biograph Hl. Meninwerk)","Anonymus (OSB Abdinghof, Biograph Hl. Meninwerk)",,
person__2465,Wilhelm von Nangis,Wilhelm von Nangis,,
person__2466,Johannes Castorius,Johannes Castorius,,
person__2467,Heinrich von Klingenberg,Heinrich von Klingenberg,,
person__2468,Guillielmus de Monte Lauduno,Guillielmus de Monte Lauduno,,
person__2469,Heinrich von Brüssel,Heinrich von Brüssel,,
person__2470,Austorgius,Austorgius,,
person__2471,Guido von Chartres,Guido von Chartres,,
person__2472,Guiotus Escot,Guiotus Escot,,
person__2473,Guido de Mimo,Guido de Mimo,,
person__2474,Hildebrand von St. Godehard zu Hildesheim,Hildebrand von St. Godehard zu Hildesheim,,
person__2475,Robert Grimm,Robert Grimm,,
person__2476,Thomas Castelford,Thomas Castelford,,
person__2477,Johannes Tanatensis,Johannes Tanatensis,,
person__2478,Wilhelm Jacobus von Egmond,Wilhelm ,Jacobus von Egmond,
person__2480,Richard von Wallingford,Richard von Wallingford,,
person__2481,Thomas Pontius,Thomas Pontius,,
person__2482,Ernst von Zwiefalten,Ernst von Zwiefalten,,
person__2483,Roger von Chester,Roger von Chester,,
person__2484,Johannes von Peterborough,Johannes von Peterborough,,
person__2485,Wilhelm III. von St.-Germain-des-Prés,Wilhelm III. von St.-Germain-des-Prés,,
person__2486,Roger von Chichester,Roger von Chichester,,
person__2487,Philipp von Bergamo,Philipp von Bergamo,,
person__2488,Lapus Tactus,Lapus Tactus,,
person__2489,Henricus,Henricus,,
person__2490,Heinrich von Isny,Heinrich von Isny,,
person__2491,Walter von Bury,Walter von Bury,,
person__2492,Clemens VI.,Clemens VI.,,
person__2493,Giles Li Muisis,Giles Li Muisis,,
person__2494,Johannes VI. Kantakuzenos,Johannes VI. Kantakuzenos,,
person__2495,Johannes Wilton von Westminster,Johannes Wilton von Westminster,,
person__2497,Johannes von London,Johannes von London,,
person__2498,Johannes von Tynmouth,Johannes von Tynmouth,,
person__2499,Roger Computista von Bury,Roger Computista von Bury,,
person__2500,Ninian von Canterbury,Ninian von Canterbury,,
person__2501,Petrus Berchorius,Petrus Berchorius,,
person__2502,Stephen Birchington,Stephen,Birchington,
person__2503,Johannes von Vischbach von St. Ulrich und Afra,Johannes von Vischbach von St. Ulrich und Afra,,
person__2504,Anonymus (OSB Malmesbury),Anonymus (OSB Malmesbury),,
person__2505,Konrad Well,Konrad Well,,
person__2506,Urban V.,Urban V.,,
person__2507,Johannes von Rodington,Johannes von Rodington,,
person__2508,Theinred von Dover,Theinred von Dover,,
person__2509,Guillielmus von S. Paolo fuori le mura,Guillielmus von S. Paolo fuori le mura,,
person__2511,Matthäus von Westminster,Matthäus von Westminster,,
person__2512,Ranulph Higden von Chester,Ranulph Higden von Chester,,
person__2513,Bernardus Dapifer,Bernardus Dapifer,,
person__2514,Perfetto Malatesta,Perfetto Malatesta,,
person__2515,Utred Bolton,Utred Bolton,,
person__2516,Johannes Fabri,Johannes Fabri,,
person__2517,Johannes de Ipra,Johannes de Ipra,,
person__2518,John Vuel,John Vuel,,
person__2519,Jan van Tielrode von St. Bavo,Jan van Tielrode von St. Bavo,,
person__2520,Johannes von Kastl,Johannes von Kastl,,
person__2521,Wilhelm von Torney,Wilhelm von Torney,,
person__2522,"Anonymus (OSB Mettlach, Biograph Hl. Adalbert)","Anonymus (OSB Mettlach, Biograph Hl. Adalbert)",,
person__2523,Nicholas Radcliffe,Nicholas Radcliffe,,
person__2524,Raymond de Rilhac,Raymond de Rilhac,,
person__2525,Adam Easton,Adam Easton,,
person__2526,Wilhelm Gillingham von Canterbury,Wilhelm Gillingham von Canterbury,,
person__2527,Elias von Evesham,Elias von Evesham,,
person__2528,Peter Visselbeck,Peter Visselbeck,,
person__2529,Johannes Bokingham,Johannes Bokingham,,
person__2530,Piso Calmensis,Piso Calmensis,,
person__2531,"Anonymus (OSB St.-Claude, Biograph Hl. Claudius)","Anonymus (OSB St.-Claude, Biograph Hl. Claudius)",,
person__2532,Gerald von Fleury,Gerald von Fleury,,
person__2533,Anonymus (Autor Wunderbericht Hl. Eutropius),Anonymus (Autor Wunderbericht Hl. Eutropius),,
person__2534,Macarius von San Juan de la Peña,Macarius von San Juan de la Peña,,
person__2535,Manfredus de la Cruce,Manfredus de la Cruce,,
person__2536,Bernhardus Baptizatus,Bernhardus Baptizatus,,
person__2537,Theophilus (Autor der Vita S. Nicolai de Prussia),Theophilus (Autor der Vita S. Nicolai de Prussia),,
person__2538,Gregor Hyrte,Gregor Hyrte,,
person__2539,Benedikt Engler,Benedikt Engler,,
person__2540,Hermann (Heinrich) von Stockhausen,Hermann (Heinrich) von Stockhausen,,
person__2541,Anton Schnackenburg,Anton Schnackenburg,,
person__2542,Johannes von Oldenstadt,Johannes von Oldenstadt,,
person__2543,Jean Jouffroy,Jean Jouffroy,,
person__2544,Johannes Legatius,Johannes Legatius,,
person__2545,Philipp Kisel,Philipp,Kisel,
person__2546,Theodosius Reinesius,Theodosius,Reinesius,
person__2547,Jakob Summerau(er),Jakob,Summerau(er),
person__2548,Heinrich Stremberger,Heinrich,Stremberger,
person__2549,Dietrich Hülsen,Dietrich,Hülsen,
person__2550,Matthias Breitenwieser,Matthias,Breitenwieser,
person__2553,Adam von Andechs,Adam von Andechs,,
person__2554,Lorenzo Calzolaio,Lorenzo,Calzolaio,
person__2557,Karl Jakob,Karl,Jakob,
person__2559,Johannes Setzer,Johannes,Setzer,
person__2560,Benedict Dorgan,Benedict Dorgan,,
person__2563,Edward Maihew,Edward,Maihew,
person__2564,Christophorus Lieb von Isen,Christophorus Lieb von Isen,,
person__2565,Johannes von Weilheim (Schlitpacher),Johannes von Weilheim (Schlitpacher),,
person__2566,Johannes Gerson,Johannes Gerson,,
person__2567,Louis de Blois,Louis de Blois,,
person__2568,Karl Ziggeler,Karl,Ziggeler,
person__2569,Laurent Bénard,Laurent,Bénard,
person__2570,Raymond Odon De la Mothe,Raymond Odon,De la Mothe,
person__2571,Jean Grégoire Tarisse,Jean Grégoire,Tarisse,
person__2574,Anthelme Le Michel,Anthelme,Le Michel,
person__2575,Jean Philippe Romagny,Jean Philippe,Romagny,
person__2576,Nicolas Canteleu,Nicolas,Canteleu,
person__2577,Isabella Domenica (= Maria C. de Conceptione) Tomasi,Isabella Domenica (= Maria C. de Conceptione),Tomasi,
person__2578,Christophorus Hoffmann,Christophorus,Hoffmann,
person__2580,Beringer Foyt,Beringer,Foyt,
person__2581,Girolamo Bendandi,Girolamo,Bendandi,
person__2582,Basilio Paradisi,Basilio,Paradisi,
person__2583,Paulo Racchi,Paulo,Racchi,
person__2584,Vitale Mattarelli,Vitale,Mattarelli,
person__2585,Petrus von Blois,Petrus von Blois,,
person__2586,Valeriano Degano,Valeriano,Degano,
person__2587,Pio Muzio,Pio,Muzio,
person__2588,Ilario Bologna,Ilario,Bologna,
person__2589,Valeriano Castiglione,Valeriano,Castiglione,http://d-nb.info/gnd/175126151
person__2590,Ambrogio Rusconi,Ambrogio,Rusconi,
person__2591,Stefano Omodeo,Stefano,Omodeo,
person__2592,Adriano Amaltea,Adriano,Amaltea,
person__2593,Alessandro Busenello,Alessandro,Busenello,
person__2594,Alessio Ugone,Alessio,Ugone,
person__2595,Alfonso Villagut,Alfonso,Villagut,
person__2596,Gregorio Riciardetti,Gregorio,Riciardetti,
person__2597,Pietro Paulo della Gatta,Pietro Paulo della ,Gatta,
person__2599,Ambrogio Ferrari,Ambrogio,Ferrari,http://d-nb.info/gnd/100754171
person__2600,Anastasio Cazzani,Anastasio,Cazzani,
person__2601,Anastasio Galdioli,Anastasio,Galdioli,
person__2602,Andrea de Suessa,Andrea de,Suessa,
person__2603,Andrea Arcioni,Andrea,Arcioni,
person__2604,Andrea Rayneri,Andrea,Rayneri,
person__2605,Antonio Cottone,Antonio,Cottone,
person__2606,Apollinare a Bauco,Apollinare a,Bauco,
person__2607,Arcangelo Bucci da Lunato,Arcangelo,Bucci da Lunato,
person__2608,Arsenio Villalonga,Arsenio,Villalonga,
person__2609,Agostino Loschi,Agostino,Loschi,
person__2610,Agostino Papasidera,Agostino,Papasidera,
person__2611,Augustinus Anglus,Augustinus Anglus,,
person__2612,Augustinus Florentinus,Augustinus Florentinus,,
person__2613,Agostino Lampugnani,Agostino,Lampugnani,
person__2614,Angelo de Fagiis (Faggi),Angelo de,Fagiis (Faggi),
person__2616,Angelo Maria Cherubini,Angelo Maria,Cherubini,http://d-nb.info/gnd/1089646992
person__2617,Angelo de Nuce,Angelo de,Nuce,
person__2618,Angelo Maria Arcioni,Angelo Maria,Arcioni,
person__2619,Angelo Perfetto,Angelo,Perfetto,
person__2620,Anselmo Paioli,Anselmo,Paioli,
person__2621,Mariano Armellini,Mariano,Armellini,http://d-nb.info/gnd/160552079
person__2623,Christoph Rassler,Christoph,Rassler,
person__2624,Quirin Anton Stockhammer,Quirin Anton,Stockhammer,
person__2625,Benedikt Widl,Benedikt,Widl,
person__2626,Cölestin Romoser,Cölestin,Romoser,
person__2628,Ètienne Baluze,Ètienne,Baluze,http://d-nb.info/gnd/157567087
person__2629,Severin Conradi,Severin,Conradi,
person__2630,Korbinian Tettelbach,Korbinian,Tettelbach,
person__2631,Placidus Taller,Placidus,Taller,
person__2632,Gregor Müllpacher,Gregor,Müllpacher,
person__2633,Korbinian Gräz,Korbinian,Gräz,
person__2634,Wolfgang Dullinger,Wolfgang,Dullinger,
person__2636,Reginbald Möhner,Reginbald,Möhner,
person__2637,Petrus Pfeiffer,Petrus,Pfeiffer,
person__2638,Gregor Gastel,Gregor,Gastel,
person__2639,Bernhard Hertfelder,Bernhard,Hertfelder,
person__2641,Maurus Briat von Delsberg,Maurus,Briat von Delsberg,
person__2642,Augustin Körzinger,Augustin,Körzinger,
person__2643,Edmund Sengmiller,Edmund,Sengmiller,
person__2644,Roman Weichlein,Roman,Weichlein,
person__2645,Johannes Baptist Gletle,Johannes Baptist,Gletle,
person__2646,Albert Turner,Albert,Turner,
person__2647,Meinrad Schopf,Meinrad,Schopf,
person__2648,Bernhard von Garsten,Bernhard von Garsten,,
person__2649,Maximilian Freidl,Maximilian,Freidl,
person__2650,Rupert Langpartner,Rupert,Langpartner,
person__2651,Aemilian Reichardt,Aemilian,Reichardt,
person__2652,Jean Serge Bougourd,Jean Serge,Bougourd,
person__2653,Joachim Cassinensis,Joachim Cassinensis,,
person__2654,Raoul von St.-Sepulcre,Raoul von St.-Sepulcre,,
person__2655,Thomas Gallus,Thomas Gallus,,
person__2656,Flavio Biondo,Flavio,Biondo,http://d-nb.info/gnd/118658867
person__2657,Wilhelm von Poitiers,Wilhelm von Poitiers,,
person__2658,Fridolin Zumbrunnen,Fridolin,Zumbrunnen,
person__2659,García Jiménez de Cisneros,García Jiménez de,Cisneros,
person__2660,Juan de Medina,Juan de,Medina,
person__2661,Juan de Pedrosa,Juan de,Pedrosa,
person__2662,Juan de Robles,Juan de,Robles,
person__2663,Juan de Salazar,Juan de,Salazar,
person__2664,José de la Cerda,José de la,Cerda,http://d-nb.info/gnd/100170412
person__2665,José Salcedo,José,Salcedo,
person__2666,Alonso de San Vitores,Alonso de,San Vitores,
person__2667,Diego Haedo,Diego,Haedo,http://d-nb.info/gnd/1053437943
person__2668,Gaspar Avilés,Gaspar,Avilés,
person__2669,Ambrosio Gómez,Ambrosio,Gómez,
person__2670,Antonio de Yepes,Antonio de,Yepes,
person__2671,Francisco Crespo,Francisco,Crespo,
person__2672,Diego Malo,Diego,Malo,
person__2673,Lorenzo Ortiz de Ibarrola y Ayala,Lorenzo Ortiz de Ibarrola y,Ayala,
person__2674,Leandro de Granada,Leandro de,Granada ,
person__2675,Leão de San Tomás,Leão de,San Tomás,
person__2676,Luis Ariz,Luis,Ariz,http://d-nb.info/gnd/101886969
person__2677,Martín Martínez,Martín,Martínez,
person__2678,Mateo Lloret Laureto,Mateo Lloret,Laureto,
person__2679,Pelayo San Benito,Pelayo,San Benito,
person__2680,Pedro Alfonso de Burgos,Pedro ,Alfonso de Burgos,
person__2681,Pedro Murga,Pedro,Murga,
person__2682,Diego Ponce,Diego,Ponce,
person__2683,Pedro de Valencia,Pedro de,Valencia,
person__2684,Pedro Vicente de Marcilla,Pedro Vicente de,Marcilla,
person__2685,Plácido Pacheco,Plácido,Pacheco,
person__2686,Plácido Reinosa,Plácido,Reinosa,
person__2687,Plácido Villalobos,Plácido,Villalobos,
person__2688,Prudencio de Sandoval,Prudencio de,Sandoval,
person__2689,Juan Esteban Villa,Juan Esteban,Villa,
person__2690,Anonymus (Autor Plutarco contra la codicia de las riquezas),Anonymus (Autor Plutarco contra la codicia de las riquezas),,
person__2691,Anonymus (Canales),Anonymus (Canales),,
person__2692,Antonio Castel,Antonio,Castel,
person__2693,Francisco de Lemos,Francisco de,Lemos,
person__2694,Fulgencio de Oviedo,Fulgencio de,Oviedo,
person__2695,Gaspar Ruiz,Gaspar,Ruiz,
person__2696,Gregorio Argáiz,Gregorio,Argáiz,http://d-nb.info/gnd/100015026
person__2697,Juan Briz Martínez,Juan,Briz Martínez,http://d-nb.info/gnd/137315333
person__2699,Pedro de Miranda,Pedro de,Miranda,
person__2700,Benedetto Bacchini,Benedetto,Bacchini,http://d-nb.info/gnd/104119691
person__2702,Johannes Barbatus,Johannes Barbatus,,
person__2703,Adam Franz Kollár,Adam Franz,Kollár,
person__2704,Gottfried Van Swieten,Gottfried,Van Swieten,
person__2705,Benedetto Castelli,Benedetto,Castelli,http://d-nb.info/gnd/11887067X
person__2706,Benedetto Settala,Benedetto,Settala,
person__2707,Bernardo Piacentino,Bernardo,Piacentino,
person__2710,Benedictus a S. Germano,Benedictus a S. Germano,,
person__2711,Benedetto Bonsignori,Benedetto,Bonsignori,
person__2712,Benedetto Luchini,Benedetto,Luchini,
person__2713,Giovanni Battista (Mantuanus) Spagnoli,Giovanni Battista (Mantuanus),Spagnoli ,
person__2714,Bartolomeo di Paterniano,Bartolomeo di Paterniano,,
person__2715,Bartolomeo Cepolla (Cipolla),Bartolomeo Cepolla (Cipolla),,
person__2716,Benedetto Guidi,Benedetto,Guidi,http://d-nb.info/gnd/179782975
person__2717,Benedetto Dell'Uva,Benedetto,Dell'Uva,
person__2718,Benedetto Agrigenti,Benedetto Agrigenti,,
person__2719,Arnoul Benoît Dardelle,Arnoul Benoît,Dardelle,
person__2720,Anselmus Bonifatius,Anselmus Bonifatius,,
person__2721,Anselm Schiring,Anselm,Schiring,
person__2722,Anselmo Maria Banduri,Anselmo Maria,Banduri,http://d-nb.info/gnd/123937604
person__2723,Laurenz Barth,Laurenz,Barth,
person__2724,Albert Baumgartner,Albert,Baumgartner,
person__2726,Benedikt Gerhard,Benedikt,Gerhard,
person__2727,Benedikt Sigerist,Benedikt,Sigerist,
person__2728,Benedikt Keller,Benedikt,Keller,
person__2729,Ladislaus Berka von Duba und Lippa,Ladislaus,Berka von Duba und Lippa,
person__2730,Aemilian Biechler,Aemilian,Biechler,
person__2731,Stephan Bochenthaler,Stephan,Bochenthaler,
person__2732,Paul Bottbachius,Paul,Bottbachius,
person__2733,Diego de Cambero,Diego de,Cambero,
person__2734,Constantin Cajetan,Constantin,Cajetan,
person__2735,Franco Castillo-Calderón,Franco,Castillo-Calderón,
person__2736,Johannes Zeller,Johannes,Zeller,
person__2738,Ignaz Clavenau,Ignaz,Clavenau,
person__2739,Johann Wenzel Cölestin von Kronenfeld,Johann Wenzel Cölestin von,Kronenfeld,
person__2740,Karl Desurtins,Karl,Desurtins,
person__2741,Sigismund Dallinger,Sigismund,Dallinger,
person__2742,Augustin Dietrich,Augustin,Dietrich,
person__2743,Johannes Egon,Johannes,Egon,
person__2744,Christoph Einhart,Christoph,Einhart,
person__2745,Ludwig Engel,Ludwig,Engel,http://d-nb.info/gnd/121032299
person__2746,Albin Feinhals,Albin,Feinhals,http://d-nb.info/gnd/101045549
person__2747,Dominik Fischer,Dominik,Fischer,
person__2749,Gotthard Freud,Gotthard,Freud,
person__2750,Anselm Frühwirth,Anselm,Frühwirth,
person__2751,Gregor Fuchs,Gregor,Fuchs,http://d-nb.info/gnd/118928813
person__2752,Otto Gallner,Otto,Gallner,
person__2753,Heinrich (OSB Neresheim),Heinrich (OSB Neresheim),,
person__2754,Otto Gazinger,Otto,Gazinger,
person__2755,Paris Gille,Paris,Gille,http://d-nb.info/gnd/124518206
person__2756,Karl Bonifaz Goldburg,Karl Bonifaz,Goldburg,
person__2757,Heinrich Gravius,Heinrich,Gravius,http://d-nb.info/gnd/124961908
person__2758,Adalbert Grundenmann,Adalbert,Grundenmann,
person__2759,Johannes Gualbert I. Forster,Johannes Gualbert I.,Forster,
person__2760,Odilo Guetrather,Odilo,Guetrather,
person__2761,Paul Haberstock,Paul,Haberstock,
person__2762,Gerhard Hagemann,Gerhard,Hagemann,http://d-nb.info/gnd/1055302549
person__2764,Gotthard Haslinger,Gotthard,Haslinger,
person__2765,Bernhard Hersfelder,Bernhard,Hersfelder,
person__2766,Hieronymus Marchstaller,Hieronymus,Marchstaller,
person__2767,Amand Hilger,Amand,Hilger,
person__2768,Udalschalk Hueber,Udalschalk,Hueber,
person__2769,Alexius Hübner,Alexius,Hübner,
person__2770,Matthäus Huefnagl,Matthäus,Huefnagl,
person__2771,Gregor Hüsser,Gregor,Hüsser,
person__2772,Roman Hütter,Roman,Hütter,
person__2773,Christoph Jäger,Christoph,Jäger,
person__2774,Gregor Ilmperger,Gregor,Ilmperger,
person__2775,Johannes VIII. Bimmel,Johannes VIII.,Bimmel,
person__2776,Joseph Wallner,Joseph,Wallner,
person__2777,Joseph von Ossiach,Joseph von Ossiach,,
person__2778,Odo Kamperger,Odo,Kamperger,
person__2779,Bernhard Kauzenbach,Bernhard,Kauzenbach,
person__2780,Ildephons Kendlmayr,Ildephons,Kendlmayr,
person__2781,Rupert Kimpfler,Rupert,Kimpfler,
person__2782,Reginbald Kirchhamer,Reginbald,Kirchhamer,
person__2783,Placidus Knittel,Placidus,Knittel,
person__2784,Amand Krenner,Amand,Krenner,
person__2785,Reiner Landau,Reiner,Landau,
person__2786,Michael Langbartner,Michael,Langbartner,
person__2787,Valentin Larson,Valentin,Larson,
person__2788,Karl Josef Lehner,Karl Josef,Lehner,
person__2789,Georg Leizendorf,Georg,Leizendorf,
person__2790,Ildephons Lehrer,Ildephons,Lehrer,
person__2791,Bonaventura Leo,Bonaventura,Leo,
person__2792,Ludwig Renz,Ludwig,Renz,
person__2793,Candidus Mader,Candidus,Mader,
person__2794,Matthäus Ferdinand Sobek von Bilenberg,Matthäus Ferdinand,Sobek von Bilenberg,
person__2795,Maurus Rost,Maurus,Rost,
person__2796,Quirin Millon,Quirin,Millon,
person__2797,Placidus Millpauer,Placidus,Millpauer,
person__2798,Bernhard Mörlin,Bernhard,Mörlin,
person__2799,Gallus Müller,Gallus,Müller,
person__2800,Placidus Nazareth,Placidus,Nazareth,
person__2801,Rupert Neß,Rupert,Neß,
person__2802,Petrus Ower,Petrus,Ower,
person__2803,Berthold Paar,Berthold,Paar,
person__2804,Maurus Paldung,Maurus,Paldung,
person__2805,Benedikt Pennalosa Mondragon,Benedikt,Pennalosa Mondragon,
person__2806,Reginbald Perckmar,Reginbald,Perckmar,
person__2807,Roman Pernaz,Roman,Pernaz,
person__2808,Bonifaz Pfaffenzeller,Bonifaz,Pfaffenzeller,
person__2809,Urbanus Pickelius,Urbanus,Pickelius,
person__2810,Kaspar Plautius,Kaspar,Plautius,
person__2811,Leopold Plawenn,Leopold,Plawenn,
person__2812,Matthäus Prandt,Matthäus,Prandt,
person__2813,Marian Praunsperger,Marian,Praunsperger,
person__2814,Johann Jakob Preysing,Johann Jakob,Preysing,
person__2815,Paul Priefer,Paul,Priefer,
person__2816,Augustin Puel,Augustin,Puel,
person__2817,Georg Raisberger,Georg,Raisberger,
person__2818,Raimund Regondi,Raimund,Regondi,
person__2819,Maurus Reimann,Maurus,Reimann,
person__2820,Martin Resch,Martin,Resch,
person__2821,Christoph Ressmann,Christoph,Ressmann,
person__2822,Candidus Rottenheusler,Candidus,Rottenheusler,
person__2823,Anselm Roth von Schreckenstein,Anselm,Roth von Schreckenstein,
person__2824,Edmund Ruedorffer,Edmund,Ruedorffer,
person__2825,Maurus Ruösch,Maurus,Ruösch,
person__2826,R. F. P. a T.,R. F. P. a T.,,
person__2827,Bruno Schlibnigg,Bruno,Schlibnigg,
person__2828,Edmund Schlosgo,Edmund,Schlosgo,
person__2829,Friedrich Schumig,Friedrich,Schumig,
person__2830,Beda Schwaller,Beda,Schwaller,
person__2831,Chrysostomus Scupina,Chrysostomus,Scupina,
person__2833,Alphons Sepp,Alphons,Sepp,
person__2834,Michael Seitz,Michael,Seitz,
person__2835,Placidus Spačil,Placidus,Spačil,
person__2836,Rudesind Steger,Rudesind,Steger,
person__2837,Paul Stocker,Paul,Stocker,
person__2838,Augustin Storch,Augustin,Storch,
person__2839,Rochus Stroz,Rochus,Stroz,
person__2840,Michael Schwediauer,Michael,Schwediauer,
person__2841,Karlmann Vierholz,Karlmann,Vierholz,
person__2842,Georg Vogel,Georg,Vogel,
person__2843,Johann Adolf Walbatt,Johann Adolf,Walbatt,
person__2844,Gotthard Wagner,Gotthard,Wagner,
person__2845,Johannes Weinckens,Johannes,Weinckens,
person__2846,Balthasar Weller,Balthasar,Weller,
person__2847,Bernhard Wenzl,Bernhard,Wenzl,
